scholarship_id,name,eligible_nationalities,min_age,max_age,eligible_degree_levels,eligible_high_school_tracks,eligible_fields,preferred_school_tier,min_report_card_average,min_major_subject_average,language_requirements,requires_financial_need,max_family_income_category,host_country,host_region,selection_criteria,career_track_preference,requires_return_home_country,mission_statement,target_recipient_profile,funding_covers_tuition,funding_covers_living,funding_covers_airfare,funding_covers_insurance,funding_monthly_stipend,funding_is_full_funding,funding_coverage_count
SCH_000416,Switzerland Chemistry Scholarship,"[""south_korea"", ""chile"", ""new_zealand"", ""morocco""]",16,21,"[""high_school""]","[""science"", ""languages""]","[""chemistry""]",public_a,71.9,54.0,"[{""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": true}]",False,middle,switzerland,europe,"{""academic"": 0.3529, ""leadership"": 0.1261, ""olympiad"": 0.2353, ""extracurricular"": 0.042, ""essay"": 0.2437}",,True,Our mission is to empower talented individuals from Europe pursuing excellence in chemistry.,We are looking for candidates with strong academic records and proven research experience.,False,True,False,True,568.21,False,2
SCH_000417,Switzerland Arts Humanities Scholarship,"[""argentina"", ""sweden"", ""vietnam"", ""switzerland"", ""china""]",16,21,"[""high_school"", ""bachelors""]","[""vocational"", ""religion""]","[""arts_humanities"", ""education"", ""mathematics""]",private_a,75.9,54.9,"[{""test_type"": ""ielts"", ""min_score"": 8.0, ""is_mandatory"": true}]",True,upper_middle,switzerland,europe,"{""academic"": 0.2903, ""leadership"": 0.2097, ""olympiad"": 0.2661, ""extracurricular"": 0.0806, ""essay"": 0.1532}",,False,We seek to support outstanding students in arts_humanities who demonstrate commitment to societal impact.,We value students who show leadership potential and dedication to renewable energy systems.,True,True,True,False,866.58,True,3
SCH_000418,Egypt Physics Scholarship,"[""egypt"", ""australia""]",15,18,"[""high_school"", ""bachelors""]","[""science""]","[""physics"", ""arts_humanities"", ""business""]",accredited_b,75.6,54.3,[],False,very_low,egypt,africa,"{""academic"": 0.1938, ""leadership"": 0.2016, ""olympiad"": 0.3023, ""extracurricular"": 0.0698, ""essay"": 0.2326}",,False,Our mission is to empower talented individuals from Africa pursuing excellence in physics.,We are looking for candidates with strong academic records and proven leadership experience.,True,False,True,True,1614.31,False,3
SCH_000419,Singapore Agriculture Scholarship,"[""netherlands"", ""sweden"", ""australia"", ""new_zealand"", ""south_korea"", ""egypt"", ""japan""]",17,22,"[""high_school"", ""bachelors""]","[""vocational"", ""languages""]","[""agriculture"", ""law""]",private_a,57.7,65.2,[],False,middle,singapore,asia,"{""academic"": 0.2737, ""leadership"": 0.1789, ""olympiad"": 0.2947, ""extracurricular"": 0.2, ""essay"": 0.0526}",,False,This scholarship aims to nurture future leaders in agriculture with a passion for renewable energy systems.,We are looking for candidates with strong academic records and proven research experience.,True,False,False,False,107.06,False,1
SCH_000420,South Africa Social Sciences Scholarship,"[""indonesia"", ""germany"", ""australia"", ""vietnam"", ""usa""]",17,21,"[""high_school""]","[""social_studies""]","[""social_sciences"", ""computer_science""]",public_a,78.1,55.3,"[{""test_type"": ""hsk"", ""min_score"": 80, ""is_mandatory"": true}]",False,low,south_africa,africa,"{""academic"": 0.2917, ""leadership"": 0.1771, ""olympiad"": 0.2604, ""extracurricular"": 0.1042, ""essay"": 0.1667}",public_service,True,Our mission is to empower talented individuals from Africa pursuing excellence in social_sciences.,We are looking for candidates with strong academic records and proven leadership experience.,False,True,False,False,857.42,False,1
SCH_000421,France Biology Scholarship,"[""indonesia"", ""netherlands"", ""nigeria""]",17,22,"[""high_school""]","[""science""]","[""biology""]",private_a,76.9,62.6,"[{""test_type"": ""toefl"", ""min_score"": 83.9, ""is_mandatory"": true}]",False,very_low,france,europe,"{""academic"": 0.3053, ""leadership"": 0.0737, ""olympiad"": 0.2211, ""extracurricular"": 0.2, ""essay"": 0.2}",,False,Our mission is to empower talented individuals from Europe pursuing excellence in biology.,Ideal candidates demonstrate excellence in biology and commitment to community service.,True,False,True,True,309.92,False,3
SCH_000422,Singapore Biology Scholarship,"[""switzerland"", ""germany"", ""singapore"", ""nigeria"", ""usa""]",15,20,"[""high_school""]","[""science"", ""languages""]","[""biology"", ""medicine"", ""physics"", ""business""]",excellence,78.5,51.1,[],False,low,singapore,asia,"{""academic"": 0.3333, ""leadership"": 0.1075, ""olympiad"": 0.1075, ""extracurricular"": 0.2258, ""essay"": 0.2258}",public_service,True,We seek to support outstanding students in biology who demonstrate commitment to knowledge advancement.,We value students who show leadership potential and dedication to machine learning.,True,True,True,True,1949.98,True,4
SCH_000423,Canada Engineering Scholarship,"[""argentina"", ""france""]",17,20,"[""high_school"", ""bachelors""]","[""languages"", ""religion""]","[""engineering""]",accredited_b,82.5,75.9,"[{""test_type"": ""ielts"", ""min_score"": 7.8, ""is_mandatory"": true}]",False,very_low,canada,north_america,"{""academic"": 0.4078, ""leadership"": 0.2136, ""olympiad"": 0.1262, ""extracurricular"": 0.2039, ""essay"": 0.0485}",ngo_npo,True,This scholarship aims to nurture future leaders in engineering with a passion for cybersecurity.,We are looking for candidates with strong academic records and proven research experience.,True,False,True,False,1500.74,False,2
SCH_000424,Malaysia Economics Scholarship,"[""sweden"", ""japan"", ""argentina"", ""chile"", ""india""]",16,21,"[""high_school"", ""bachelors""]","[""vocational"", ""social_studies""]","[""economics"", ""physics""]",public_a,60.3,72.2,[],False,very_low,malaysia,asia,"{""academic"": 0.2385, ""leadership"": 0.2661, ""olympiad"": 0.1284, ""extracurricular"": 0.156, ""essay"": 0.211}",,False,Our mission is to empower talented individuals from Asia pursuing excellence in economics.,We are looking for candidates with strong academic records and proven research experience.,True,True,True,False,567.35,True,3
SCH_000425,New Zealand Arts Humanities Scholarship,"[""uk"", ""egypt"", ""morocco"", ""australia"", ""france""]",15,18,"[""high_school"", ""bachelors""]","[""languages"", ""religion""]","[""arts_humanities"", ""chemistry""]",excellence,68.7,59.8,"[{""test_type"": ""ielts"", ""min_score"": 6.3, ""is_mandatory"": true}]",True,middle,new_zealand,oceania,"{""academic"": 0.4205, ""leadership"": 0.0795, ""olympiad"": 0.2045, ""extracurricular"": 0.2273, ""essay"": 0.0682}",entrepreneurship,False,This scholarship aims to nurture future leaders in arts_humanities with a passion for renewable energy systems.,Ideal candidates demonstrate excellence in arts_humanities and commitment to community service.,True,False,True,False,1205.11,False,2
SCH_000426,Canada Chemistry Scholarship,"[""japan"", ""morocco"", ""kenya"", ""vietnam"", ""france"", ""switzerland"", ""chile""]",15,19,"[""high_school"", ""bachelors""]","[""social_studies"", ""languages""]","[""chemistry"", ""economics""]",private_a,61.8,78.6,"[{""test_type"": ""ielts"", ""min_score"": 7.1, ""is_mandatory"": true}]",True,very_low,canada,north_america,"{""academic"": 0.2842, ""leadership"": 0.1474, ""olympiad"": 0.2526, ""extracurricular"": 0.0632, ""essay"": 0.2526}",,True,This scholarship aims to nurture future leaders in chemistry with a passion for renewable energy systems.,We are looking for candidates with strong academic records and proven leadership experience.,False,True,True,False,870.64,False,2
SCH_000427,Germany Business Scholarship,"[""sweden"", ""chile"", ""egypt"", ""australia"", ""thailand"", ""netherlands"", ""argentina""]",16,21,"[""high_school"", ""bachelors""]","[""languages""]","[""business""]",public_a,84.5,64.7,"[{""test_type"": ""delf"", ""min_score"": 40, ""is_mandatory"": true}]",False,very_low,germany,europe,"{""academic"": 0.3832, ""leadership"": 0.2243, ""olympiad"": 0.1121, ""extracurricular"": 0.1682, ""essay"": 0.1121}",,False,Our mission is to empower talented individuals from Europe pursuing excellence in business.,Ideal candidates demonstrate excellence in business and commitment to technological advancement.,True,True,False,True,1347.04,True,3
SCH_000428,Egypt Engineering Scholarship,"[""vietnam"", ""kenya"", ""argentina"", ""new_zealand""]",15,19,"[""high_school""]","[""vocational""]","[""engineering"", ""economics""]",public_a,81.5,70.6,"[{""test_type"": ""jlpt"", ""min_score"": 60, ""is_mandatory"": false}]",False,upper_middle,egypt,africa,"{""academic"": 0.2323, ""leadership"": 0.1313, ""olympiad"": 0.303, ""extracurricular"": 0.1919, ""essay"": 0.1414}",government,False,This scholarship aims to nurture future leaders in engineering with a passion for cybersecurity.,We value students who show leadership potential and dedication to cybersecurity.,True,True,False,False,1531.78,True,2
SCH_000429,South Korea Arts Humanities Scholarship,"[""new_zealand"", ""australia"", ""thailand"", ""argentina"", ""egypt"", ""kenya""]",17,22,"[""high_school"", ""bachelors""]","[""religion"", ""languages""]","[""arts_humanities"", ""agriculture"", ""medicine""]",excellence,72.1,56.7,"[{""test_type"": ""hsk"", ""min_score"": 80, ""is_mandatory"": true}]",False,low,south_korea,asia,"{""academic"": 0.3011, ""leadership"": 0.129, ""olympiad"": 0.2473, ""extracurricular"": 0.2473, ""essay"": 0.0753}",public_service,False,This scholarship aims to nurture future leaders in arts_humanities with a passion for renewable energy systems.,Ideal candidates demonstrate excellence in arts_humanities and commitment to technological advancement.,True,True,True,False,658.29,True,3
SCH_000430,Australia Engineering Scholarship,"[""france"", ""australia"", ""germany"", ""netherlands"", ""brazil"", ""uk"", ""nigeria""]",15,19,"[""high_school"", ""bachelors""]","[""vocational"", ""science""]","[""engineering"", ""economics""]",private_a,69.0,53.4,[],False,middle,australia,oceania,"{""academic"": 0.3023, ""leadership"": 0.2171, ""olympiad"": 0.124, ""extracurricular"": 0.155, ""essay"": 0.2016}",,False,We seek to support outstanding students in engineering who demonstrate commitment to innovation.,Ideal candidates demonstrate excellence in engineering and commitment to technological advancement.,True,False,True,False,936.8,False,2
SCH_000431,Usa Economics Scholarship,"[""australia"", ""india"", ""germany"", ""vietnam""]",16,21,"[""high_school"", ""bachelors""]","[""languages"", ""vocational""]","[""economics"", ""biology"", ""mathematics""]",accredited_b,63.1,75.9,[],False,middle,usa,north_america,"{""academic"": 0.3333, ""leadership"": 0.2101, ""olympiad"": 0.1087, ""extracurricular"": 0.1884, ""essay"": 0.1594}",,False,This scholarship aims to nurture future leaders in economics with a passion for quantum computing.,Ideal candidates demonstrate excellence in economics and commitment to technological advancement.,True,True,False,False,1212.51,True,2
SCH_000432,Canada Mathematics Scholarship,"[""japan"", ""china"", ""argentina"", ""new_zealand"", ""nigeria"", ""south_korea"", ""philippines""]",15,19,"[""high_school"", ""bachelors""]","[""vocational"", ""religion""]","[""mathematics"", ""social_sciences"", ""medicine"", ""agriculture""]",accredited_b,72.9,59.0,"[{""test_type"": ""delf"", ""min_score"": 40, ""is_mandatory"": false}]",False,very_low,canada,north_america,"{""academic"": 0.2718, ""leadership"": 0.165, ""olympiad"": 0.1262, ""extracurricular"": 0.2039, ""essay"": 0.233}",,False,We seek to support outstanding students in mathematics who demonstrate commitment to knowledge advancement.,We are looking for candidates with strong academic records and proven research experience.,True,False,True,True,1118.13,False,3
SCH_000433,Morocco Arts Humanities Scholarship,"[""vietnam"", ""switzerland"", ""kenya"", ""netherlands"", ""sweden""]",16,20,"[""high_school""]","[""vocational""]","[""arts_humanities"", ""mathematics""]",private_a,69.8,77.3,"[{""test_type"": ""toefl"", ""min_score"": 109.6, ""is_mandatory"": true}]",False,upper_middle,morocco,africa,"{""academic"": 0.2857, ""leadership"": 0.1587, ""olympiad"": 0.2063, ""extracurricular"": 0.119, ""essay"": 0.2302}",,False,This scholarship aims to nurture future leaders in arts_humanities with a passion for sustainable agriculture.,Ideal candidates demonstrate excellence in arts_humanities and commitment to technological advancement.,False,False,True,True,1146.51,False,2
SCH_000434,New Zealand Mathematics Scholarship,"[""switzerland"", ""netherlands"", ""france""]",15,19,"[""high_school""]","[""social_studies"", ""religion""]","[""mathematics"", ""chemistry"", ""arts_humanities""]",excellence,67.4,58.1,"[{""test_type"": ""hsk"", ""min_score"": 60, ""is_mandatory"": false}]",False,low,new_zealand,oceania,"{""academic"": 0.2619, ""leadership"": 0.2381, ""olympiad"": 0.1905, ""extracurricular"": 0.1429, ""essay"": 0.1667}",academic,False,Our mission is to empower talented individuals from Oceania pursuing excellence in mathematics.,We value students who show leadership potential and dedication to sustainable agriculture.,True,True,False,False,426.21,True,2
SCH_000435,Brazil Agriculture Scholarship,"[""uk"", ""switzerland"", ""argentina""]",16,21,"[""high_school"", ""bachelors""]","[""science"", ""social_studies""]","[""agriculture"", ""law"", ""mathematics"", ""social_sciences""]",accredited_b,63.7,78.3,"[{""test_type"": ""jlpt"", ""min_score"": 40, ""is_mandatory"": true}]",False,low,brazil,south_america,"{""academic"": 0.3981, ""leadership"": 0.0833, ""olympiad"": 0.2593, ""extracurricular"": 0.1204, ""essay"": 0.1389}",ngo_npo,False,Our mission is to empower talented individuals from South_america pursuing excellence in agriculture.,We value students who show leadership potential and dedication to machine learning.,True,True,True,True,1847.47,True,4
SCH_000436,Canada Computer Science Scholarship,"[""argentina"", ""nigeria""]",16,19,"[""high_school"", ""bachelors""]","[""science"", ""languages""]","[""computer_science"", ""business"", ""law""]",accredited_b,63.3,74.8,"[{""test_type"": ""toefl"", ""min_score"": 100.3, ""is_mandatory"": true}]",False,middle,canada,north_america,"{""academic"": 0.25, ""leadership"": 0.2037, ""olympiad"": 0.3333, ""extracurricular"": 0.0926, ""essay"": 0.1204}",,False,We seek to support outstanding students in computer_science who demonstrate commitment to innovation.,Ideal candidates demonstrate excellence in computer_science and commitment to technological advancement.,True,True,False,True,1867.81,True,3
SCH_000437,Usa Education Scholarship,"[""canada"", ""singapore"", ""new_zealand"", ""india"", ""nigeria"", ""germany""]",17,20,"[""high_school"", ""bachelors""]","[""social_studies"", ""religion""]","[""education"", ""computer_science""]",accredited_b,56.8,51.6,"[{""test_type"": ""ielts"", ""min_score"": 7.9, ""is_mandatory"": true}]",False,low,usa,north_america,"{""academic"": 0.3483, ""leadership"": 0.3258, ""olympiad"": 0.1461, ""extracurricular"": 0.0562, ""essay"": 0.1236}",,False,Our mission is to empower talented individuals from North_america pursuing excellence in education.,We value students who show leadership potential and dedication to financial technology.,True,True,False,True,1742.77,True,3
SCH_000438,Canada Social Sciences Scholarship,"[""thailand"", ""uk"", ""philippines"", ""nigeria"", ""argentina"", ""egypt"", ""morocco""]",17,21,"[""high_school"", ""bachelors""]","[""science"", ""languages""]","[""social_sciences"", ""business""]",accredited_b,80.0,72.2,"[{""test_type"": ""ielts"", ""min_score"": 6.4, ""is_mandatory"": false}]",False,upper_middle,canada,north_america,"{""academic"": 0.1909, ""leadership"": 0.2091, ""olympiad"": 0.3091, ""extracurricular"": 0.1545, ""essay"": 0.1364}",government,False,Our mission is to empower talented individuals from North_america pursuing excellence in social_sciences.,Ideal candidates demonstrate excellence in social_sciences and commitment to technological advancement.,True,True,False,True,961.2,True,3
SCH_000439,Philippines Medicine Scholarship,"[""egypt"", ""south_africa"", ""brazil"", ""germany"", ""france"", ""morocco""]",17,20,"[""high_school""]","[""science""]","[""medicine"", ""chemistry"", ""agriculture""]",private_a,83.4,58.9,"[{""test_type"": ""topik"", ""min_score"": 200, ""is_mandatory"": true}]",False,upper_middle,philippines,asia,"{""academic"": 0.1947, ""leadership"": 0.177, ""olympiad"": 0.3274, ""extracurricular"": 0.2124, ""essay"": 0.0885}",academic,False,Our mission is to empower talented individuals from Asia pursuing excellence in medicine.,We value students who show leadership potential and dedication to quantum computing.,False,True,True,True,609.02,False,3
SCH_000440,Usa Mathematics Scholarship,"[""south_korea"", ""argentina"", ""south_africa"", ""canada"", ""thailand"", ""malaysia"", ""morocco""]",17,20,"[""high_school"", ""bachelors""]","[""religion""]","[""mathematics""]",private_a,80.4,71.7,"[{""test_type"": ""ielts"", ""min_score"": 7.9, ""is_mandatory"": false}]",False,upper_middle,usa,north_america,"{""academic"": 0.2626, ""leadership"": 0.0707, ""olympiad"": 0.3939, ""extracurricular"": 0.1818, ""essay"": 0.0909}",entrepreneurship,False,Our mission is to empower talented individuals from North_america pursuing excellence in mathematics.,We value students who show leadership potential and dedication to climate change mitigation.,True,False,False,True,445.19,False,2
SCH_000441,India Law Scholarship,"[""india"", ""south_korea"", ""vietnam""]",15,18,"[""high_school""]","[""science"", ""vocational""]","[""law""]",excellence,70.7,76.0,"[{""test_type"": ""jlpt"", ""min_score"": 60, ""is_mandatory"": true}]",False,middle,india,asia,"{""academic"": 0.2212, ""leadership"": 0.2885, ""olympiad"": 0.2404, ""extracurricular"": 0.0865, ""essay"": 0.1635}",public_service,True,We seek to support outstanding students in law who demonstrate commitment to knowledge advancement.,We value students who show leadership potential and dedication to renewable energy systems.,True,False,True,True,19.09,False,3
SCH_000442,France Social Sciences Scholarship,"[""egypt"", ""brazil"", ""canada"", ""france"", ""uk"", ""sweden"", ""south_africa""]",17,21,"[""high_school""]","[""religion""]","[""social_sciences""]",excellence,56.2,61.3,"[{""test_type"": ""toefl"", ""min_score"": 104.6, ""is_mandatory"": true}]",True,low,france,europe,"{""academic"": 0.2283, ""leadership"": 0.1575, ""olympiad"": 0.2913, ""extracurricular"": 0.1181, ""essay"": 0.2047}",,True,This scholarship aims to nurture future leaders in social_sciences with a passion for sustainable agriculture.,We value students who show leadership potential and dedication to sustainable agriculture.,True,False,False,False,1224.98,False,1
SCH_000443,Brazil Physics Scholarship,"[""switzerland"", ""vietnam"", ""kenya""]",17,20,"[""high_school""]","[""social_studies"", ""religion""]","[""physics"", ""law""]",private_a,70.2,51.2,"[{""test_type"": ""ielts"", ""min_score"": 7.3, ""is_mandatory"": true}]",False,very_low,brazil,south_america,"{""academic"": 0.3636, ""leadership"": 0.2, ""olympiad"": 0.1455, ""extracurricular"": 0.0545, ""essay"": 0.2364}",entrepreneurship,False,We seek to support outstanding students in physics who demonstrate commitment to innovation.,Ideal candidates demonstrate excellence in physics and commitment to technological advancement.,True,True,True,False,1540.73,True,3
SCH_000444,Sweden Physics Scholarship,"[""switzerland"", ""south_korea""]",16,19,"[""high_school"", ""bachelors""]","[""vocational"", ""science""]","[""physics"", ""education""]",public_a,56.2,72.6,[],False,very_low,sweden,europe,"{""academic"": 0.3679, ""leadership"": 0.0849, ""olympiad"": 0.2642, ""extracurricular"": 0.1604, ""essay"": 0.1226}",,False,Our mission is to empower talented individuals from Europe pursuing excellence in physics.,We value students who show leadership potential and dedication to financial technology.,True,True,False,True,1455.75,True,3
SCH_000445,Brazil Business Scholarship,"[""brazil"", ""usa""]",16,21,"[""high_school""]","[""vocational"", ""science""]","[""business"", ""social_sciences"", ""engineering""]",private_a,83.7,52.6,"[{""test_type"": ""toefl"", ""min_score"": 81.2, ""is_mandatory"": true}]",False,low,brazil,south_america,"{""academic"": 0.3448, ""leadership"": 0.25, ""olympiad"": 0.1293, ""extracurricular"": 0.1638, ""essay"": 0.1121}",,True,Our mission is to empower talented individuals from South_america pursuing excellence in business.,We are looking for candidates with strong academic records and proven research experience.,True,True,False,False,1367.81,True,2
SCH_000446,Canada Arts Humanities Scholarship,"[""india"", ""japan"", ""china"", ""indonesia"", ""morocco""]",16,20,"[""high_school"", ""bachelors""]","[""vocational"", ""languages""]","[""arts_humanities""]",public_a,65.3,58.3,"[{""test_type"": ""ielts"", ""min_score"": 6.5, ""is_mandatory"": false}]",False,upper_middle,canada,north_america,"{""academic"": 0.402, ""leadership"": 0.0588, ""olympiad"": 0.1569, ""extracurricular"": 0.2059, ""essay"": 0.1765}",,False,Our mission is to empower talented individuals from North_america pursuing excellence in arts_humanities.,Ideal candidates demonstrate excellence in arts_humanities and commitment to technological advancement.,True,False,False,False,138.09,False,1
SCH_000447,New Zealand Law Scholarship,"[""singapore"", ""netherlands"", ""south_korea""]",15,18,"[""high_school"", ""bachelors""]","[""religion"", ""languages""]","[""law"", ""computer_science""]",accredited_b,61.7,71.8,"[{""test_type"": ""ielts"", ""min_score"": 7.2, ""is_mandatory"": true}]",False,upper_middle,new_zealand,oceania,"{""academic"": 0.2105, ""leadership"": 0.193, ""olympiad"": 0.2895, ""extracurricular"": 0.2281, ""essay"": 0.0789}",government,False,Our mission is to empower talented individuals from Oceania pursuing excellence in law.,We value students who show leadership potential and dedication to public health policy.,False,True,False,False,1503.76,False,1
SCH_000448,India Business Scholarship,"[""sweden"", ""japan""]",17,22,"[""high_school""]","[""science""]","[""business"", ""chemistry"", ""arts_humanities"", ""economics""]",private_a,73.4,62.4,"[{""test_type"": ""toefl"", ""min_score"": 101.0, ""is_mandatory"": false}]",False,upper_middle,india,asia,"{""academic"": 0.4096, ""leadership"": 0.0723, ""olympiad"": 0.1325, ""extracurricular"": 0.253, ""essay"": 0.1325}",,True,This scholarship aims to nurture future leaders in business with a passion for education reform.,Ideal candidates demonstrate excellence in business and commitment to community service.,False,True,False,False,1593.67,False,1
SCH_000449,Australia Arts Humanities Scholarship,"[""chile"", ""canada"", ""vietnam"", ""south_africa"", ""germany"", ""usa""]",17,21,"[""high_school""]","[""languages""]","[""arts_humanities""]",private_a,60.8,70.6,"[{""test_type"": ""ielts"", ""min_score"": 7.9, ""is_mandatory"": true}]",False,upper_middle,australia,oceania,"{""academic"": 0.4, ""leadership"": 0.0522, ""olympiad"": 0.287, ""extracurricular"": 0.1739, ""essay"": 0.087}",public_service,False,Our mission is to empower talented individuals from Oceania pursuing excellence in arts_humanities.,We are looking for candidates with strong academic records and proven leadership experience.,True,False,True,True,1723.73,False,3
SCH_000450,Brazil Physics Scholarship,"[""usa"", ""brazil""]",15,20,"[""high_school"", ""bachelors""]","[""languages"", ""religion""]","[""physics"", ""medicine"", ""chemistry""]",accredited_b,66.0,61.9,[],False,low,brazil,south_america,"{""academic"": 0.3103, ""leadership"": 0.25, ""olympiad"": 0.1466, ""extracurricular"": 0.1379, ""essay"": 0.1552}",government,True,We seek to support outstanding students in physics who demonstrate commitment to societal impact.,Ideal candidates demonstrate excellence in physics and commitment to community service.,False,True,True,False,1744.68,False,2
SCH_000451,New Zealand Chemistry Scholarship,"[""sweden"", ""switzerland"", ""vietnam"", ""china""]",16,19,"[""high_school"", ""bachelors""]","[""religion""]","[""chemistry"", ""engineering"", ""economics"", ""social_sciences""]",private_a,76.9,72.5,"[{""test_type"": ""toefl"", ""min_score"": 104.1, ""is_mandatory"": true}]",False,low,new_zealand,oceania,"{""academic"": 0.4188, ""leadership"": 0.1026, ""olympiad"": 0.1795, ""extracurricular"": 0.1624, ""essay"": 0.1368}",industry,True,We seek to support outstanding students in chemistry who demonstrate commitment to knowledge advancement.,We value students who show leadership potential and dedication to renewable energy systems.,True,True,True,True,1294.83,True,4
SCH_000452,Australia Physics Scholarship,"[""china"", ""argentina"", ""sweden"", ""japan"", ""canada""]",15,18,"[""high_school""]","[""languages""]","[""physics"", ""biology"", ""social_sciences""]",public_a,72.6,51.9,[],True,low,australia,oceania,"{""academic"": 0.2843, ""leadership"": 0.0882, ""olympiad"": 0.2941, ""extracurricular"": 0.0588, ""essay"": 0.2745}",public_service,True,This scholarship aims to nurture future leaders in physics with a passion for genomic research.,Ideal candidates demonstrate excellence in physics and commitment to community service.,False,True,True,True,219.31,False,3
SCH_000453,Usa Business Scholarship,"[""indonesia"", ""vietnam"", ""switzerland""]",15,19,"[""high_school""]","[""languages"", ""religion""]","[""business"", ""computer_science"", ""law""]",accredited_b,58.6,79.9,"[{""test_type"": ""jlpt"", ""min_score"": 40, ""is_mandatory"": true}]",False,upper_middle,usa,north_america,"{""academic"": 0.2243, ""leadership"": 0.1495, ""olympiad"": 0.3271, ""extracurricular"": 0.1869, ""essay"": 0.1121}",ngo_npo,False,This scholarship aims to nurture future leaders in business with a passion for education reform.,We value students who show leadership potential and dedication to education reform.,True,True,False,False,349.93,True,2
SCH_000454,Kenya Medicine Scholarship,"[""nigeria"", ""argentina"", ""philippines"", ""netherlands"", ""switzerland""]",16,21,"[""high_school"", ""bachelors""]","[""social_studies""]","[""medicine""]",private_a,73.8,59.6,"[{""test_type"": ""hsk"", ""min_score"": 80, ""is_mandatory"": false}]",False,upper_middle,kenya,africa,"{""academic"": 0.4757, ""leadership"": 0.0971, ""olympiad"": 0.1068, ""extracurricular"": 0.0874, ""essay"": 0.233}",,False,Our mission is to empower talented individuals from Africa pursuing excellence in medicine.,We value students who show leadership potential and dedication to artificial intelligence.,True,False,True,False,1611.03,False,2
SCH_000455,Argentina Education Scholarship,"[""kenya"", ""egypt""]",15,20,"[""high_school"", ""bachelors""]","[""social_studies""]","[""education"", ""mathematics"", ""engineering""]",private_a,74.9,59.3,"[{""test_type"": ""hsk"", ""min_score"": 80, ""is_mandatory"": true}]",False,upper_middle,argentina,south_america,"{""academic"": 0.3368, ""leadership"": 0.2105, ""olympiad"": 0.2526, ""extracurricular"": 0.0526, ""essay"": 0.1474}",,False,This scholarship aims to nurture future leaders in education with a passion for sustainable agriculture.,We value students who show leadership potential and dedication to sustainable agriculture.,True,True,True,False,426.58,True,3
SCH_000456,Argentina Arts Humanities Scholarship,"[""switzerland"", ""india"", ""china"", ""france"", ""sweden"", ""egypt"", ""brazil""]",15,19,"[""high_school""]","[""religion""]","[""arts_humanities"", ""social_sciences"", ""law""]",excellence,69.5,76.3,"[{""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": true}]",False,upper_middle,argentina,south_america,"{""academic"": 0.3628, ""leadership"": 0.0796, ""olympiad"": 0.1947, ""extracurricular"": 0.2478, ""essay"": 0.115}",industry,False,We seek to support outstanding students in arts_humanities who demonstrate commitment to societal impact.,We are looking for candidates with strong academic records and proven leadership experience.,False,True,True,True,80.42,False,3
SCH_000457,Chile Medicine Scholarship,"[""india"", ""usa"", ""brazil"", ""chile""]",16,21,"[""high_school""]","[""languages"", ""science""]","[""medicine"", ""computer_science"", ""social_sciences"", ""economics""]",private_a,65.8,63.2,[],False,middle,chile,south_america,"{""academic"": 0.2797, ""leadership"": 0.0847, ""olympiad"": 0.3051, ""extracurricular"": 0.2203, ""essay"": 0.1102}",entrepreneurship,False,Our mission is to empower talented individuals from South_america pursuing excellence in medicine.,Ideal candidates demonstrate excellence in medicine and commitment to community service.,True,False,True,True,1976.31,False,3
SCH_000458,Nigeria Law Scholarship,"[""vietnam"", ""brazil"", ""chile"", ""egypt"", ""india"", ""south_africa"", ""philippines""]",15,20,"[""high_school""]","[""vocational""]","[""law"", ""business"", ""chemistry"", ""economics""]",accredited_b,84.7,74.7,"[{""test_type"": ""ielts"", ""min_score"": 7.4, ""is_mandatory"": false}]",True,very_low,nigeria,africa,"{""academic"": 0.344, ""leadership"": 0.176, ""olympiad"": 0.272, ""extracurricular"": 0.08, ""essay"": 0.128}",,False,This scholarship aims to nurture future leaders in law with a passion for quantum computing.,We value students who show leadership potential and dedication to quantum computing.,False,True,True,True,1148.34,False,3
SCH_000459,Usa Education Scholarship,"[""south_korea"", ""germany"", ""sweden"", ""switzerland"", ""malaysia""]",17,22,"[""high_school""]","[""social_studies"", ""languages""]","[""education"", ""biology""]",excellence,59.6,68.0,[],True,middle,usa,north_america,"{""academic"": 0.3551, ""leadership"": 0.1739, ""olympiad"": 0.2609, ""extracurricular"": 0.0797, ""essay"": 0.1304}",,True,This scholarship aims to nurture future leaders in education with a passion for cybersecurity.,We are looking for candidates with strong academic records and proven leadership experience.,True,False,True,True,768.79,False,3
SCH_000460,Sweden Biology Scholarship,"[""chile"", ""vietnam"", ""china""]",16,20,"[""high_school"", ""bachelors""]","[""religion"", ""social_studies""]","[""biology""]",excellence,55.4,58.4,"[{""test_type"": ""ielts"", ""min_score"": 6.9, ""is_mandatory"": true}]",False,very_low,sweden,europe,"{""academic"": 0.2833, ""leadership"": 0.1667, ""olympiad"": 0.1917, ""extracurricular"": 0.1667, ""essay"": 0.1917}",,False,Our mission is to empower talented individuals from Europe pursuing excellence in biology.,Ideal candidates demonstrate excellence in biology and commitment to community service.,True,False,True,False,1646.97,False,2
